3535	44	14083	0
61556	44	60639	0
17297	44	55268	0
22236	44	20081	0
29388	44	10100	0
45044	44	19000	0
64446	44	54080	0
74199	44	43705	0
67793	45	29360	0
49067	44	22180	0
30542	44	54960	0
32629	45	18533	0
57654	45	24160	0
1149	44	45358	0
75833	44	22881	0
64703	45	40094	0
29718	45	63672	0
35802	44	1645	0
49171	44	20081	0
10202	45	58022	0
35243	45	32199	0
13015	44	45138	0
56121	45	8976	0
69900	44	18443	0
40487	45	8724	0
28973	45	72883	0
42320	45	6743	0
66390	44	57853	0
73221	45	59713	0
57682	44	72766	0
7068	44	51366	0
74463	44	41494	0
37906	44	60997	0
63653	44	21400	0
45332	45	66416	0
2246	63	55308	0
26673	44	14674	0
43763	45	55746	0
55002	44	13221	0
33375	45	6583	0
64121	44	66442	0
61184	44	68589	0
43547	44	65074	0
17269	43	12773	48
19872	45	26167	0
22317	44	23410	0
15843	44	49810	0
18569	45	37754	0
74163	44	13592	0
65720	44	9118	0
41271	44	44908	0
8225	45	11278	0
46509	44	50151	0
70422	44	30691	0
58412	45	42182	0
35803	44	32611	0
75449	44	69203	0
56914	44	9117	0
45911	45	51051	0
19713	44	43475	0
53675	45	38287	0
19452	44	45837	0
70412	44	70810	0
57252	44	28429	0
72955	45	68770	0
69194	45	33329	0
41387	44	64639	0
23714	45	63707	0
11524	44	60128	0
1625	44	61602	0
3068	44	4413	0
67434	44	29963	0
58299	44	43166	0
4180	45	33479	0
57099	44	28851	0
26606	45	23249	0
27421	44	64832	0
61765	44	51455	0
49842	44	64147	0
33706	45	35426	0
553	45	59287	0
1461	45	28858	0
65710	45	19739	0
32330	45	71274	0
11425	44	991	0
16272	44	68128	0
57890	44	8285	0
20531	45	19371	0
57827	45	7333	0
22943	44	52596	0
36846	45	73083	0
73601	44	33234	0
32496	44	16814	0
2974	9	33848	0
65327	44	38561	0
54450	44	49013	0
46375	44	11044	0
62305	44	16360	0
51510	44	14170	0
14389	44	35576	0
19584	44	47402	0
64262	45	67033	0
22216	44	14128	0
51072	44	39965	0
58250	44	47795	0
2648	44	44760	0
15451	45	41262	0
68559	44	21385	0
52245	44	1213	0
16022	45	44848	0
30627	45	40969	0
68284	44	33121	0
27101	44	30743	0
45402	44	11843	0
35802	45	16971	0
4599	44	67079	0
60030	45	41961	0
68332	44	25635	0
37582	44	69988	0
19545	44	56222	0
8535	44	42401	0
18076	44	19842	0
97	44	56511	0
36233	45	56023	0
56534	44	39547	0
62532	44	24234	0
11471	44	3996	0
10538	44	48696	0
49791	44	54095	0
68671	44	6908	0
54466	44	4769	0
4090	44	33763	0
24575	45	21489	0
33746	44	71579	0
45494	44	12334	0
1388	44	55874	0
41118	44	44848	0
49676	44	34924	0
27739	44	37908	0
11464	44	20293	0
22739	44	15582	0
4398	44	21879	0
19744	44	12264	0
21020	45	1213	0
60463	44	74533	0
9922	44	19920	0
6964	43	23056	0
11496	44	13657	0
53115	44	12334	0
30857	45	45822	0
5630	44	34162	0
8219	45	32199	0
24709	45	49284	0
44327	45	69959	0
11471	45	38454	0
48419	44	32797	0
56421	44	20081	0
52079	44	7500	0
75853	44	30691	0
21033	44	11656	0
30628	44	53131	0
66354	44	27316	0
10390	44	33797	0
29882	44	49404	0
52463	63	55537	0
18592	44	3402	0
46366	44	27501	0
47806	44	35162	0
43083	44	51722	0
2518	45	5113	0
54844	45	66781	0
65913	45	67096	0
46927	45	20491	0
47286	44	15207	0
2848	45	32631	0
35812	44	40559	0
51306	45	43237	0
3878	44	38454	0
20213	44	12540	0
9665	44	70656	0
66137	45	51837	0
25978	44	71468	0
50507	44	60558	0
19384	45	42182	0
2149	44	67043	0
53700	45	9589	0
4518	44	67442	0
17988	44	68862	0
59749	44	14128	0
42895	45	7502	0
52654	45	53811	0
75971	44	63612	0
74859	44	47834	0
22923	45	9358	0
59281	45	19840	0
31552	45	13266	0
60971	45	56646	0
33028	44	18325	0
16501	44	42353	0
27739	45	38454	0
6610	44	27798	0
45503	45	48777	0
3605	44	58415	0
57712	45	4005	0
57920	44	66540	0
1629	45	61602	0
30189	45	20163	0
10612	44	14948	0
66826	45	49157	0
32709	45	73714	0
56185	44	26728	0
71069	44	46385	0
4333	45	74717	0
68547	44	62660	0
46040	44	62552	0
69165	44	63168	0
58386	44	32343	0
5363	45	55782	0
25689	44	8285	0
3006	44	56880	0
71730	44	4416	0
29106	45	35353	0
24192	45	2439	0
57060	44	56565	0
26914	44	71874	0
33453	44	53271	0
16180	44	23182	0
3362	45	63946	0
56868	44	50487	0
11389	45	48838	0
63819	44	2072	0
23237	45	21937	0
67671	44	18225	0
71730	45	9944	0
75043	9	25333	52
63779	44	40850	0
35515	44	59638	0
18843	44	32795	0
75654	44	30938	0
54774	45	60435	0
22901	44	9000	0
43819	44	68372	0
4505	44	29254	0
67786	44	45822	0
6599	44	60128	0
